n,inv_norm,runs_norm,rem_norm,osc_norm,dis_norm,ham_norm
10000,0.41109,0.00120012,0.2562,0.00240048,0.728131,0.9999
10000,0.518273,0.00120012,0.2514,0.00240048,0.653318,0.9998
10000,0.310465,0.00120012,0.2415,0.00240048,0.579411,0.9998
10000,0.539109,0.00120012,0.229,0.00240048,0.597131,0.9995
10000,0.382919,0.00120012,0.1831,0.00240048,0.716631,0.9999
10000,0.287381,0.00120012,0.3042,0.00240048,0.649561,0.9998
10000,0.536521,0.00120012,0.2364,0.00240048,0.535829,0.9996
10000,0.342221,0.00120012,0.2139,0.00240048,0.668894,0.9999
10000,0.397574,0.00120012,0.226,0.00240048,0.716039,0.9998
10000,0.438439,0.00120012,0.262,0.00240048,0.626955,0.9968
10000,0.38563,0.00120012,0.196,0.00240048,0.697769,1
10000,0.48605,0.00120012,0.2508,0.00240048,0.633938,1
10000,0.397468,0.00120012,0.2283,0.00240048,0.628675,0.9998
10000,0.696495,0.00120012,0.2369,0.00240048,0.609941,0.9998
10000,0.266278,0.00120012,0.2393,0.00240048,0.582439,0.9996
10000,0.275263,0.00120012,0.2017,0.00240048,0.705018,1
10000,0.744465,0.00120012,0.2165,0.00240048,0.586528,0.9998
10000,0.374424,0.00120012,0.2244,0.00240048,0.718998,1
10000,0.290935,0.00120012,0.2637,0.00240048,0.690012,0.9998
10000,0.316875,0.00120012,0.2625,0.00240048,0.656229,0.9997
10000,0.268599,0.00120012,0.2148,0.00240048,0.607342,0.9998
10000,0.203264,0.00120012,0.2131,0.00240048,0.63848,0.9996
10000,0.495607,0.00120012,0.2346,0.00240048,0.67244,0.9996
10000,0.322357,0.00120012,0.2009,0.00240048,0.66979,0.9998
10000,0.315006,0.00120012,0.2172,0.00240048,0.721724,0.9999
10000,0.237313,0.00120012,0.2676,0.00240048,0.553288,0.9995
10000,0.564032,0.00120012,0.2113,0.00240048,0.800051,0.9999
10000,0.53665,0.00120012,0.2282,0.00240048,0.704023,0.9993
10000,0.6755,0.00120012,0.2839,0.00240048,0.609009,0.9995
10000,0.250789,0.00120012,0.2552,0.00240048,0.483626,0.9999
10000,0.279041,0.00120012,0.2156,0.00240048,0.708721,0.9998
10000,0.689047,0.00120012,0.1837,0.00240048,0.809985,0.9999
10000,0.48706,0.00120012,0.182,0.00240048,0.59062,0.9998
10000,0.34359,0.00120012,0.1934,0.00240048,0.501779,0.9905
10000,0.270773,0.00120012,0.2194,0.00240048,0.94098,1
10000,0.610055,0.00120012,0.254,0.00240048,0.618901,0.9999
10000,0.425749,0.00120012,0.2544,0.00240048,0.692708,1
10000,0.652207,0.00120012,0.2607,0.00240048,0.605733,0.9998
10000,0.472747,0.00120012,0.21,0.00240048,0.631029,1
10000,0.535943,0.00120012,0.2497,0.00240048,0.567401,0.9999
10000,0.477774,0.00120012,0.2126,0.00240048,0.708141,0.9998
10000,0.482227,0.00120012,0.2382,0.00240048,0.692578,0.9999
10000,0.649692,0.00120012,0.2759,0.00240048,0.558658,0.9996
10000,0.440565,0.00120012,0.2474,0.00240048,0.668362,0.9997
10000,0.44923,0.00120012,0.254,0.00240048,0.538151,0.9911
10000,0.329325,0.00120012,0.1758,0.00240048,0.724475,1
10000,0.292047,0.00120012,0.215,0.00240048,0.627094,0.9997
10000,0.304681,0.00120012,0.2556,0.00240048,0.540482,0.9996
10000,0.313727,0.00120012,0.208,0.00240048,0.692714,0.9891
10000,0.397827,0.00120012,0.2439,0.00240048,0.85785,0.9996
10000,0.366246,0.00120012,0.2508,0.00240048,0.526236,0.9999
10000,0.301323,0.00120012,0.2291,0.00240048,0.662953,0.9999
10000,0.214638,0.00120012,0.2262,0.00240048,0.54504,0.9998
10000,0.301252,0.00120012,0.2709,0.00240048,0.57294,0.9993
10000,0.342578,0.00120012,0.2014,0.00240048,0.776035,0.9999
10000,0.658386,0.00120012,0.246,0.00240048,0.683118,0.9999
10000,0.36086,0.00120012,0.1727,0.00240048,0.69175,0.9997
10000,0.448278,0.00120012,0.2395,0.00240048,0.589357,1
10000,0.367377,0.00120012,0.268,0.00240048,0.459264,0.9996
10000,0.607697,0.00120012,0.1658,0.00240048,0.876071,1
10000,0.412284,0.00120012,0.2993,0.00240048,0.713431,0.9999
10000,0.555433,0.00120012,0.3069,0.00240048,0.480742,0.9998
10000,0.48405,0.00120012,0.2016,0.00240048,0.75901,0.9997
10000,0.247212,0.00120012,0.2758,0.00240048,0.532877,0.9997
10000,0.31604,0.00120012,0.2578,0.00240048,0.686197,0.9999
10000,0.624362,0.00120012,0.1535,0.00240048,0.663466,0.9999
10000,0.308445,0.00120012,0.2399,0.00240048,0.571006,0.9998
10000,0.298112,0.00120012,0.2422,0.00240048,0.626891,0.9999
10000,0.335579,0.00120012,0.2265,0.00240048,0.754931,0.9999
10000,0.450765,0.00120012,0.2231,0.00240048,0.591269,0.9996
10000,0.420157,0.00120012,0.2834,0.00240048,0.567085,0.9997
10000,0.443387,0.00120012,0.2016,0.00240048,0.716451,0.9999
10000,0.249233,0.00120012,0.1917,0.00240048,0.724683,0.9998
10000,0.583844,0.00120012,0.2797,0.00240048,0.514366,0.9956
10000,0.29172,0.00120012,0.2953,0.00240048,0.611323,0.9999
10000,0.328042,0.00120012,0.2179,0.00240048,0.590426,0.9997
10000,0.469421,0.00120012,0.2444,0.00240048,0.629925,0.9998
10000,0.527485,0.00120012,0.2734,0.00240048,0.612791,0.9997
10000,0.49203,0.00120012,0.1962,0.00240048,0.763125,0.9997
10000,0.511001,0.00120012,0.2819,0.00240048,0.482531,0.9985
10000,0.354061,0.00120012,0.2502,0.00240048,0.506086,0.9979
10000,0.594182,0.00120012,0.2119,0.00240048,0.785556,0.9999
10000,0.298693,0.00120012,0.2354,0.00240048,0.657009,0.9999
10000,0.593495,0.00120012,0.1842,0.00240048,0.730522,0.9997
10000,0.526093,0.00120012,0.2775,0.00240048,0.597419,0.9885
10000,0.693422,0.00120012,0.2792,0.00240048,0.741544,0.9999
10000,0.533768,0.00120012,0.2963,0.00240048,0.532718,0.9998
10000,0.307378,0.00120012,0.2251,0.00240048,0.729226,1
10000,0.561509,0.00120012,0.1785,0.00240048,0.757308,0.9997
10000,0.38461,0.00120012,0.2343,0.00240048,0.524075,0.9997
10000,0.276266,0.00120012,0.2355,0.00240048,0.675837,0.9998
10000,0.366727,0.00120012,0.2251,0.00240048,0.595887,0.9999
10000,0.723557,0.00120012,0.2097,0.00240048,0.86639,0.9999
10000,0.277367,0.00120012,0.2299,0.00240048,0.594296,0.9996
10000,0.398831,0.00120012,0.1945,0.00240048,0.579679,1
10000,0.570879,0.00120012,0.2079,0.00240048,0.588638,0.9998
10000,0.573383,0.00120012,0.1863,0.00240048,0.768112,0.9996
10000,0.285589,0.00120012,0.2353,0.00240048,0.68836,0.9999
10000,0.246211,0.00120012,0.2481,0.00240048,0.704522,0.9999
10000,0.295632,0.00120012,0.2302,0.00240048,0.616073,0.9999
10000,0.286514,0.00120012,0.2115,0.00240048,0.708007,0.9996
10000,0.347537,0.00120012,0.2506,0.00240048,0.504,0.9917
10000,0.321224,0.00120012,0.26,0.00240048,0.5098,0.9999
10000,0.216321,0.00120012,0.2327,0.00240048,0.539503,0.9996
10000,0.244572,0.00120012,0.2151,0.00240048,0.705798,0.9998
10000,0.40091,0.00120012,0.2512,0.00240048,0.646314,0.9997
10000,0.319687,0.00120012,0.2183,0.00240048,0.685349,0.9999
10000,0.563893,0.00120012,0.2105,0.00240048,0.625959,0.9996
10000,0.270089,0.00120012,0.2539,0.00240048,0.522665,0.9842
10000,0.236491,0.00120012,0.2682,0.00240048,0.592132,0.9998
10000,0.649857,0.00120012,0.2636,0.00240048,0.613576,0.9999
10000,0.455985,0.00120012,0.2826,0.00240048,0.452542,0.9997
10000,0.248932,0.00120012,0.2379,0.00240048,0.561356,0.9998
10000,0.590938,0.00120012,0.2288,0.00240048,0.75351,0.9999
10000,0.668688,0.00120012,0.2023,0.00240048,0.653183,0.9998
10000,0.323319,0.00120012,0.2468,0.00240048,0.594997,0.9996
10000,0.502016,0.00120012,0.2603,0.00240048,0.550716,0.9999
10000,0.330698,0.00120012,0.2391,0.00240048,0.564039,0.9998
10000,0.547021,0.00120012,0.246,0.00240048,0.569721,0.9998
10000,0.279854,0.00120012,0.2744,0.00240048,0.689712,0.9998
10000,0.575036,0.00120012,0.2149,0.00240048,0.802741,0.9999
10000,0.325589,0.00120012,0.2115,0.00240048,0.733995,0.9999
10000,0.339102,0.00120012,0.2436,0.00240048,0.695352,0.9998
10000,0.695609,0.00120012,0.2637,0.00240048,0.494278,0.9916
10000,0.43707,0.00120012,0.2262,0.00240048,0.740718,0.9998
10000,0.646677,0.00120012,0.2236,0.00240048,0.607701,0.9999
10000,0.699828,0.00120012,0.1723,0.00240048,0.747217,0.9998
10000,0.266138,0.00120012,0.2035,0.00240048,0.601427,0.9998
10000,0.377244,0.00120012,0.2268,0.00240048,0.743132,0.9997
10000,0.303367,0.00120012,0.2244,0.00240048,0.76658,0.9996
10000,0.652705,0.00120012,0.2398,0.00240048,0.649393,0.9996
10000,0.234406,0.00120012,0.2497,0.00240048,0.596628,0.9997
10000,0.536593,0.00120012,0.2522,0.00240048,0.560447,0.9893
10000,0.405115,0.00120012,0.2183,0.00240048,0.845496,1
10000,0.408577,0.00120012,0.2329,0.00240048,0.665279,0.9998
10000,0.410597,0.00120012,0.2168,0.00240048,0.567528,0.9999
10000,0.637328,0.00120012,0.1842,0.00240048,0.73132,0.9996
10000,0.345649,0.00120012,0.251,0.00240048,0.647331,0.9999
10000,0.353767,0.00120012,0.2158,0.00240048,0.685826,0.9997
10000,0.306299,0.00120012,0.2611,0.00240048,0.547834,0.9999
10000,0.291356,0.00120012,0.3024,0.00240048,0.462653,0.9996
10000,0.423142,0.00120012,0.2525,0.00240048,0.621556,0.9979
10000,0.268244,0.00120012,0.2661,0.00240048,0.593825,0.9996
10000,0.364946,0.00120012,0.1974,0.00240048,0.653915,0.9999
10000,0.622223,0.00120012,0.2184,0.00240048,0.797127,1
10000,0.628598,0.00120012,0.2314,0.00240048,0.600789,0.9997
10000,0.293772,0.00120012,0.2995,0.00240048,0.440277,0.9999
10000,0.666056,0.00120012,0.1874,0.00240048,0.760768,1
10000,0.293348,0.00120012,0.2099,0.00240048,0.74043,0.9998
10000,0.419175,0.00120012,0.2379,0.00240048,0.677656,0.9999
10000,0.334216,0.00120012,0.2704,0.00240048,0.532932,0.9998
10000,0.350465,0.00120012,0.2576,0.00240048,0.639728,0.9998
10000,0.317535,0.00120012,0.2314,0.00240048,0.666137,0.9994
10000,0.422682,0.00120012,0.2394,0.00240048,0.548045,0.9993
10000,0.42738,0.00120012,0.2318,0.00240048,0.561369,0.9999
10000,0.223285,0.00120012,0.2923,0.00240048,0.469051,0.997
10000,0.48943,0.00120012,0.2354,0.00240048,0.725834,0.9999
10000,0.60881,0.00120012,0.1651,0.00240048,0.736488,0.9996
10000,0.569052,0.00120012,0.2828,0.00240048,0.565701,0.9997
10000,0.691052,0.00120012,0.1992,0.00240048,0.869548,0.9999
10000,0.737135,0.00120012,0.2369,0.00240048,0.649028,1
10000,0.346829,0.00120012,0.2264,0.00240048,0.614053,0.9997
10000,0.633758,0.00120012,0.2049,0.00240048,0.722945,0.9998
10000,0.330564,0.00120012,0.2384,0.00240048,0.573179,0.9997
10000,0.35413,0.00120012,0.2544,0.00240048,0.820536,1
10000,0.427077,0.00120012,0.2605,0.00240048,0.663767,0.9995
10000,0.46346,0.00120012,0.2555,0.00240048,0.59216,0.9995
10000,0.311526,0.00120012,0.2728,0.00240048,0.57918,0.9999
10000,0.595177,0.00120012,0.2333,0.00240048,0.636967,0.9997
10000,0.705609,0.00120012,0.2088,0.00240048,0.760135,0.9998
10000,0.595121,0.00120012,0.1777,0.00240048,0.806402,0.9999
10000,0.349739,0.00120012,0.3116,0.00240048,0.546167,0.9997
10000,0.329019,0.00120012,0.2506,0.00240048,0.729061,0.9999
10000,0.5739,0.00120012,0.1978,0.00240048,0.835614,0.9997
10000,0.599143,0.00120012,0.2192,0.00240048,0.60159,0.9992
10000,0.225599,0.00120012,0.2264,0.00240048,0.706785,0.9998
10000,0.738242,0.00120012,0.2538,0.00240048,0.52876,0.9996
10000,0.541752,0.00120012,0.2144,0.00240048,0.712791,0.9998
10000,0.521401,0.00120012,0.28,0.00240048,0.586824,0.9995
10000,0.624788,0.00120012,0.1921,0.00240048,0.696604,0.9997
10000,0.265923,0.00120012,0.2778,0.00240048,0.58429,0.9996
10000,0.227282,0.00120012,0.2551,0.00240048,0.646783,0.9999
10000,0.382609,0.00120012,0.2466,0.00240048,0.654061,0.9997
10000,0.403723,0.00120012,0.2311,0.00240048,0.645587,0.9999
10000,0.4934,0.00120012,0.2556,0.00240048,0.577254,0.9995
10000,0.660069,0.00120012,0.1923,0.00240048,0.834925,0.9999
10000,0.430123,0.00120012,0.2075,0.00240048,0.726054,0.9999
10000,0.430598,0.00120012,0.3032,0.00240048,0.535753,0.9998
10000,0.290288,0.00120012,0.2576,0.00240048,0.760455,0.9996
10000,0.662851,0.00120012,0.232,0.00240048,0.578971,0.9998
10000,0.284733,0.00120012,0.2372,0.00240048,0.785369,1
10000,0.445488,0.00120012,0.2477,0.00240048,0.57982,0.9998
10000,0.381245,0.00120012,0.2373,0.00240048,0.551231,0.9997
10000,0.48338,0.00120012,0.183,0.00240048,0.803702,1
10000,0.526505,0.00120012,0.1978,0.00240048,0.859703,0.9999
10000,0.453403,0.00120012,0.215,0.00240048,0.691124,0.9968
10000,0.433772,0.00120012,0.2339,0.00240048,0.788232,0.9999
10000,0.297024,0.00120012,0.2475,0.00240048,0.643073,0.9999
10000,0.533465,0.00120012,0.2008,0.00240048,0.79169,0.9999
10000,0.758407,0.00120012,0.249,0.00240048,0.686472,0.9998
10000,0.399434,0.00120012,0.2395,0.00240048,0.606711,0.9998
10000,0.426707,0.00120012,0.2634,0.00240048,0.547399,0.9996
10000,0.403935,0.00120012,0.1963,0.00240048,0.838549,1
10000,0.328682,0.00120012,0.286,0.00240048,0.646086,0.9998
10000,0.700075,0.00120012,0.2188,0.00240048,0.750845,0.9997
10000,0.595183,0.00120012,0.2363,0.00240048,0.601507,0.9998
10000,0.38149,0.00120012,0.2426,0.00240048,0.508289,0.9999
10000,0.441236,0.00120012,0.2371,0.00240048,0.741635,0.9999
10000,0.575996,0.00120012,0.2338,0.00240048,0.617076,0.9997
10000,0.407978,0.00120012,0.1833,0.00240048,0.707233,0.9999
10000,0.203669,0.00120012,0.2746,0.00240048,0.65333,0.9998
10000,0.636194,0.00120012,0.2418,0.00240048,0.579235,1
10000,0.27303,0.00120012,0.2775,0.00240048,0.619225,0.9998
10000,0.389777,0.00120012,0.1887,0.00240048,0.744427,0.9999
10000,0.253195,0.00120012,0.2896,0.00240048,0.627175,0.9999
10000,0.554491,0.00120012,0.2409,0.00240048,0.733561,0.9999
10000,0.595422,0.00120012,0.1985,0.00240048,0.643982,0.9999
10000,0.287126,0.00120012,0.244,0.00240048,0.501083,0.9996
10000,0.497193,0.00120012,0.2209,0.00240048,0.676354,0.9997
10000,0.666363,0.00120012,0.1513,0.00240048,0.732894,0.9998
10000,0.642623,0.00120012,0.2054,0.00240048,0.564799,0.9998
10000,0.287157,0.00120012,0.265,0.00240048,0.496087,0.9995
10000,0.322313,0.00120012,0.2655,0.00240048,0.528568,0.9997
10000,0.424686,0.00120012,0.1955,0.00240048,0.558731,0.9998
10000,0.333489,0.00120012,0.2644,0.00240048,0.573409,1
10000,0.207193,0.00120012,0.2538,0.00240048,0.788021,0.9999
10000,0.29176,0.00120012,0.2979,0.00240048,0.596471,0.9996
10000,0.429041,0.00120012,0.2538,0.00240048,0.763498,0.9999
10000,0.659118,0.00120012,0.2444,0.00240048,0.61344,0.9997
10000,0.683383,0.00120012,0.1663,0.00240048,0.842056,0.9998
10000,0.604741,0.00120012,0.2131,0.00240048,0.765656,0.9998
10000,0.74983,0.00120012,0.2255,0.00240048,0.646961,1
10000,0.623951,0.00120012,0.1845,0.00240048,0.768263,0.9998
10000,0.308911,0.00120012,0.1544,0.00240048,0.838739,0.9998
10000,0.660945,0.00120012,0.2101,0.00240048,0.692286,0.9999
10000,0.482145,0.00120012,0.2709,0.00240048,0.642615,0.9996
10000,0.380458,0.00120012,0.2681,0.00240048,0.63041,0.9997
10000,0.630712,0.00120012,0.239,0.00240048,0.574788,0.9999
10000,0.401694,0.00120012,0.1866,0.00240048,0.665322,0.9999
10000,0.26738,0.00120012,0.2263,0.00240048,0.510863,0.9969
10000,0.427737,0.00120012,0.2741,0.00240048,0.539639,0.9996
10000,0.621538,0.00120012,0.14,0.00240048,0.81785,1
10000,0.395528,0.00120012,0.2316,0.00240048,0.5372,0.9996
10000,0.216664,0.00120012,0.2589,0.00240048,0.416423,0.993
10000,0.710448,0.00120012,0.2226,0.00240048,0.693291,0.9926
10000,0.303118,0.00120012,0.2259,0.00240048,0.687517,0.9999
10000,0.489459,0.00120012,0.2177,0.00240048,0.469036,0.9999
10000,0.409633,0.00120012,0.1916,0.00240048,0.843079,0.9998
10000,0.431252,0.00120012,0.2687,0.00240048,0.66301,0.9999
10000,0.619001,0.00120012,0.2568,0.00240048,0.490696,0.9995
10000,0.286943,0.00120012,0.2611,0.00240048,0.677582,0.9999
10000,0.460534,0.00120012,0.2008,0.00240048,0.789441,0.9997
10000,0.367047,0.00120012,0.2465,0.00240048,0.569256,0.9997
10000,0.473858,0.00120012,0.2161,0.00240048,0.638,0.9962
10000,0.393228,0.00120012,0.3165,0.00240048,0.518543,0.9813
10000,0.301973,0.00120012,0.2349,0.00240048,0.656527,0.9998
10000,0.316538,0.00120012,0.2642,0.00240048,0.63719,0.9999
10000,0.704798,0.00120012,0.1904,0.00240048,0.75226,0.9999
10000,0.580999,0.00120012,0.2456,0.00240048,0.628135,0.9998
10000,0.227381,0.00120012,0.2785,0.00240048,0.429492,0.9997
10000,0.286509,0.00120012,0.2722,0.00240048,0.717453,1
10000,0.476491,0.00120012,0.2773,0.00240048,0.660061,0.9999
10000,0.548967,0.00120012,0.2447,0.00240048,0.700881,0.9997
10000,0.703259,0.00120012,0.2577,0.00240048,0.597018,0.9996
10000,0.496534,0.00120012,0.2039,0.00240048,0.660455,1
10000,0.412027,0.00120012,0.2149,0.00240048,0.682647,0.9996
10000,0.258696,0.00120012,0.2246,0.00240048,0.714121,0.9998
10000,0.60384,0.00120012,0.1819,0.00240048,0.797448,0.9999
10000,0.328842,0.00120012,0.2643,0.00240048,0.670374,0.9999
10000,0.306922,0.00120012,0.2323,0.00240048,0.775295,0.9999
10000,0.357971,0.00120012,0.2263,0.00240048,0.723913,0.9998
10000,0.417663,0.00120012,0.2744,0.00240048,0.57543,0.9999
10000,0.431395,0.00120012,0.2647,0.00240048,0.641296,0.9996
10000,0.418131,0.00120012,0.2258,0.00240048,0.80173,0.9999
10000,0.389077,0.00120012,0.2725,0.00240048,0.509293,0.9995
10000,0.175023,0.00120012,0.2624,0.00240048,0.539706,0.9994
10000,0.432338,0.00120012,0.2746,0.00240048,0.52121,0.9961
10000,0.441802,0.00120012,0.2254,0.00240048,0.634582,0.9915
10000,0.35096,0.00120012,0.2183,0.00240048,0.540512,0.9996
10000,0.601747,0.00120012,0.182,0.00240048,0.660139,0.9999
10000,0.371152,0.00120012,0.2608,0.00240048,0.605444,0.9996
10000,0.548183,0.00120012,0.2946,0.00240048,0.591024,0.9995
10000,0.31787,0.00120012,0.2044,0.00240048,0.741702,0.9996
10000,0.598156,0.00120012,0.2386,0.00240048,0.766564,0.9999
10000,0.603866,0.00120012,0.2091,0.00240048,0.745953,1
10000,0.416867,0.00120012,0.2386,0.00240048,0.76925,0.9998
10000,0.282202,0.00120012,0.2084,0.00240048,0.607919,0.9997
10000,0.648055,0.00120012,0.2474,0.00240048,0.647469,0.9997
10000,0.481176,0.00120012,0.2107,0.00240048,0.722687,0.9998
10000,0.206201,0.00120012,0.2587,0.00240048,0.507357,0.9994
10000,0.413942,0.00120012,0.1913,0.00240048,0.680783,0.9997
10000,0.314499,0.00120012,0.2982,0.00240048,0.54331,0.9997
10000,0.713669,0.00120012,0.1904,0.00240048,0.700026,0.9997
10000,0.261719,0.00120012,0.247,0.00240048,0.717085,1
10000,0.776721,0.00120012,0.2491,0.00240048,0.611957,0.9999
10000,0.648056,0.00120012,0.256,0.00240048,0.601006,0.9993
10000,0.36087,0.00120012,0.2725,0.00240048,0.517585,0.9996
10000,0.336188,0.00120012,0.2596,0.00240048,0.672169,0.9999
10000,0.307285,0.00120012,0.2713,0.00240048,0.492259,0.9998
10000,0.271123,0.00120012,0.2311,0.00240048,0.606757,1
10000,0.587384,0.00120012,0.2454,0.00240048,0.651913,0.9997
10000,0.656742,0.00120012,0.2013,0.00240048,0.775059,0.9999
10000,0.301844,0.00120012,0.1962,0.00240048,0.504286,0.9998
10000,0.338231,0.00120012,0.2517,0.00240048,0.674549,0.9997
10000,0.29987,0.00120012,0.2454,0.00240048,0.713133,0.9998
10000,0.668192,0.00120012,0.228,0.00240048,0.59195,0.9997
10000,0.589339,0.00120012,0.2142,0.00240048,0.719034,0.9998
10000,0.255222,0.00120012,0.284,0.00240048,0.551952,0.9997
10000,0.277198,0.00120012,0.235,0.00240048,0.713567,0.9996
10000,0.312901,0.00120012,0.2142,0.00240048,0.799114,1
10000,0.280588,0.00120012,0.1657,0.00240048,0.768999,0.9999
10000,0.415011,0.00120012,0.1876,0.00240048,0.604392,0.9999
